DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|CLASS|ASSMNTNAME|PROGNAME|1| 2a       | 2b       | 3a       | 3b       | 4a       | 4b       | 5a       | 5b       | 5c       | 6a       | 6b       | 6c       | 7a       | 7b       | 7c       
 bangalore rural | hosakote | alappanahalli   |36129| G HPS ALAPPANAHALLI            | kannada |1557802| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563228| female | urdu          | 2B            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35886| G HPS KAMBALIPURA              | kannada |1557726| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1| NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | kalkunte        |36119| G HPS GANAGALURU               | kannada |1558080| female | kannada       |2| 2nd Pretest     | English        |1|1|1| NA          | NA          |1|1|1|1|1|1|1|1|0|1|0
 bangalore rural | hosakote | hosakote town   |36022| G HPS DANDUPALYA               | kannada |1557296| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0
 bangalore rural | hosakote | alappanahalli   |36124| G HPS SONNAHALLIPURA           | kannada |1557778| male   | kannada       |2| 2nd Pretest     | English        | NA          |1|0| NA          | NA          |0| NA          |0|1| NA          |0|0|0|0|0|0
 bangalore rural | hosakote | thavarekere     |35935| G LPS KALAPPANAHALLI           | kannada |1558752| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1692422| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36125| G HPS LAKKONDANAHALLI          | kannada |1660567| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35980| G LPS HAROHALLI                | kannada |1559861| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36030| G LPS CHIKKA ARALAGERE         | kannada |1558512| female | telugu        |2| 2nd Pretest     | English        |1|1|0| NA          | NA          |1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36126| G LPS VENKATAPURA              | kannada |1557713| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|0|0|1|1|1|1|0|0|0
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1683247| male   | kannada       | 2D            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35994| G HPS DEVANAGUNDI              | kannada |1566232| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36125| G HPS LAKKONDANAHALLI          | kannada |1559410| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36101| G HPS MAKANAHALLI              | kannada |1562081| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35995| G HPS MUTHKURU                 | kannada |1559744| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |36237| GHPS DODDENAHALLI              | kannada |1562124| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |36073| G UHPS HINIDGANALA             | urdu    |1562999| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36122| G HPS HASIGALA                 | kannada |1557636| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35975| G HPS THIRUMALA SHETTIHALLI    | kannada |1559879| female | kannada       |2| 2nd Pretest     | English        |1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36223| GLPS MYLAPURA                  | kannada |1560973| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36077| G UHPS NANDAGUDI               | urdu    |1561129| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36022| G HPS DANDUPALYA               | kannada |1557308| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0
 bangalore rural | hosakote | beguru          |35887| G ULPS E.MUTHASANDRA           | urdu    |1558655| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1| NA          |1|1|1|1|1|1| NA          |0|0
 bangalore rural | hosakote | doddanhulluru   |36195|         GHPS Doddanallurahalli | kannada |1561012| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          |1|0|0| NA          | NA          | NA          
 bangalore rural | hosakote | vagata          |36102| G LPS DODDADASARAHALLI         | kannada |1562241| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36210| GKLPS HOSAHALLI                | kannada |1560437| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35999| G UHPS MEDIMALLASADNRA         | urdu    |1660833| female | urdu          |2| 2nd Pretest     | English        |1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35885| G LPS M.SATHYAVARA             | kannada |1559677| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36202| GLPS PILLAGUMPE                | kannada |1559566| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36200| GHPS GOTTIPURA                 | kannada |1559445| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | doddanallala    |35944| G HPS CHIKKANALLALA            | kannada |1613772| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559694| male   | tamil         |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | alappanahalli   |36131| G HPS KUMBALAHALLI             | kannada |1559014| male   | tamil         |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36202| GLPS PILLAGUMPE                | kannada |1559573| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1660733| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36208| GLPS POOJENA AGRAHARA          | kannada |1560083| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36081| G HPS N.HOSAHALLI              | kannada |1558846| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36003| G HPS JINNAGARA                | kannada |1560627| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1660746| female | kannada       |2| 2nd Pretest     | English        |1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1563092| female | telugu        | 2C            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36027| G LPS BALENAHALLI              | kannada |1557977| female | kannada       |2| 2nd Pretest     | English        |1|0|1|0|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36058| G ULPS MUGABALA                | urdu    |1607471| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563291| male   | urdu          | 2A            | 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35975| G HPS THIRUMALA SHETTIHALLI    | kannada |1559882| male   | telugu        |2| 2nd Pretest     | English        |1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36220| GHPS NIDAGHATTA                | kannada |1560855| female | kannada       |2| 2nd Pretest     | English        |0|0|1|0|0|1|1|1|1|0|0|1|0|1|0|0
 bangalore rural | hosakote | t agrahara      |36242| GLPS SHASHIMAKANA HALLI        | kannada |1562276| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1561575| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|0|1|0|0|0|0|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35958| G HPS SOLURU                   | kannada |1562228| female | kannada       |2| 2nd Pretest     | English        |1|1|0|0|0|1|1|1|1|1|1|1|1|1|1|0
 bangalore rural | hosakote | kalkunte        |36119| G HPS GANAGALURU               | kannada |1558079| female | kannada       |2| 2nd Pretest     | English        |1|1|1| NA          | NA          |1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558401| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | beguru          |35902| G HPS MALLIMAKANAPURA          | kannada |1559077| male   | telugu        |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559687| male   | tamil         |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|0|0|0| NA          
 bangalore rural | hosakote | doddagattinabbe |36211| GKLPS BHAKTARAHALLI            | kannada |1560517| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36105| G HPS HONACHANAHALLI           | kannada |1561999| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36107| G LPS BOMMANA BANDE            | kannada |1682160| male   | kannada       |2| 2nd Pretest     | English        |1|0|1|1|1|0|1|1|1|1|1|1|1|0|1|0
 bangalore rural | hosakote | vagata          |36102| G LPS DODDADASARAHALLI         | kannada |1562243| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35942| G LPS PUJARAMANAHALLI          | kannada |1557213| male   | kannada       |2| 2nd Pretest     | English        |1|1|0|0|1|1|1|1|0| NA          |1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36246| GHPS DODDARALAGERE             | kannada |1562319| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558382| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|0
 bangalore rural | hosakote | doddanhulluru   |36195|         GHPS Doddanallurahalli | kannada |1561005| male   | urdu          |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | shivanapura     |36040| G LPS MOTHAKADAHALLI           | kannada |1566332| female | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | shivanapura     |36050| G LPS CT GOLLAHALLI            | kannada |1557986| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36131| G HPS KUMBALAHALLI             | kannada |1559011| male   | tamil         |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35994| G HPS DEVANAGUNDI              | kannada |1566227| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35983| G HPS MUTHASANDRA              | kannada |1552604| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | beguru          |35886| G HPS KAMBALIPURA              | kannada |1557732| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          |1|1|0|1|0|0
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558378| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1
 bangalore rural | hosakote | beguru          |35894| G LPS BHEEMAKANAHALLI          | kannada |1660229| female | telugu        |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | shivanapura     |36044| G HPS K SATHYAVARA             | kannada |1683397| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | sulibele        |36141| G ULPS JANATHA COLONY          | urdu    |1682796| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35974| G HPS NADUVATTI                | kannada |1559795| female | kannada       |2| 2nd Pretest     | English        |1|1| NA          |1|1|1|1|1|1|1|1|1|1|0|0|0
 bangalore rural | hosakote | alappanahalli   |36128| G UHPS SHANKANIPURA            | urdu    |1558790| female | urdu          |2| 2nd Pretest     | English        |1|0|0|0|0|1|0|1| NA          |1|1|0|1|0|1|1
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1660741| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36024| G UHPS KHAJI MAKHAN            | urdu    |1558096| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|0|0|1|1|1|0|1|1
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1562987| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0
 bangalore rural | hosakote | thavarekere     |35937| G LPS LINGAPURA                | kannada |1557011| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36094| G LPS DEVASHETTYHALLI          | kannada |1562801| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36098| G LPS KACHARAKANAHALLI         | kannada |1558640| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          |1|1|1|1| NA          |1
 bangalore rural | hosakote | thavarekere     |35939| G HPS HETTAKKI                 | kannada |1560204| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1558924| female | kannada       |2| 2nd Pretest     | English        |1|1|0|0|1|1|1|0|1|0|0|1|1|1|1|0
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1558931| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36196| GLPS DINNEKORATI               | kannada |1559286| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | vagata          |36104| G HPS KHAJI HOSAHALLI          | kannada |1560346| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36231| GULPS CHIKKAHULLUR             | urdu    |1561599| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36080| G LPS  VADDAHALLI              | kannada |1682400| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35938| G LPS BEERAHALLI               | kannada |1557563| female | kannada       |2| 2nd Pretest     | English        |1|1|1|0|1|1|1|1|0|0|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |36072| G HPS HINDIGANALA              | kannada |1562713| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|0| NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          | NA          
 bangalore rural | hosakote | devanagundi     |35994| G HPS DEVANAGUNDI              | kannada |1566239| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36110| G HPS KALKUNTE AGRAHARA        | kannada |1682135| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35986| G HPS DODDA DUNNASANDRA        | kannada |1561714| male   | kannada       |2| 2nd Pretest     | English        |1|1|0|1|1|0|0|0|1|1|1|1|1|0|0|1
 bangalore rural | hosakote | doddagattinabbe |36649| GLPS CHEEMANDA HALLI           | kannada |1647963| female | kannada       |2| 2nd Pretest     | English        |1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36129| G HPS ALAPPANAHALLI            | kannada |1557805| female | kannada       |2| 2nd Pretest     | English        |0|0|1| NA          | NA          | NA          |1|1|1|1|1|0|0|0|0|0
 bangalore rural | hosakote | devanagundi     |36001| G ULPS HANDENAHALLI            | urdu    |1683037| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0
 bangalore rural | hosakote | mugbala         |36206| GHPS KOMBALIGANAHALLI          | kannada |1559931| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1561600| female | kannada       |2| 2nd Pretest     | English        |0|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35937| G LPS LINGAPURA                | kannada |1557018| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36084| G LPS CHOKKASANDRA             | kannada |1560252| female | kannada       |2| 2nd Pretest     | English        |1|0|0|1|1|0|0|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36106| G LPS KAMARASANAHALLY          | kannada |1561949| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0
 bangalore rural | hosakote | alappanahalli   |36132| G LPS CHOWLU THOTA             | kannada |1552714| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35981| G LPS AJJAGONDANAHALLI         | kannada |1561496| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|0|1|0|1|1|0|1|1| NA          
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1557376| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36133| G LPS KALLAHALLI               | kannada |1557246| female | kannada       |2| 2nd Pretest     | English        |1|0| NA          | NA          | NA          |0| NA          |1|1|1| NA          |1| NA          |1| NA          | NA          
 bangalore rural | hosakote | devanagundi     |35991| G HPS D. HOSAHALLI             | kannada |1682459| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35983| G HPS MUTHASANDRA              | kannada |1552626| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36238| GUHPS THAMMARASANAHALLI        | urdu    |1562164| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|0|0|1|1|1|1|0|0
 bangalore rural | hosakote | jadigenahalli   |35957| G HPS ATTHIVATTA               | kannada |1558295| male   | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563391| male   | telugu        | 2C            | 2nd Pretest     | English        |1|0|0|1|0|1|1|0|1|1|1|1|1|1|0|1
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1692088| male   | kannada       |2| 2nd Pretest     | English        |1|0|0|0|1|1|1|1|0|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35977| G HPS BHODHANA HOSAHALLI       | kannada |1682693| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36231| GULPS CHIKKAHULLUR             | urdu    |1561601| male   | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1| NA          |1|1|1|1|1|0|1
 bangalore rural | hosakote | doddagattinabbe |36227| GHPS KANNURHALLI               | kannada |1561406| female | hindi         |2| 2nd Pretest     | English        | NA          | NA          |1|1|0|1|1|0|1| NA          | NA          | NA          |1|0|0|0
 bangalore rural | hosakote | nandagudi       |36081| G HPS N.HOSAHALLI              | kannada |1558851| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|0|1|0|0|1|1|0|1|1|0|1|1
 bangalore rural | hosakote | kalkunte        |36115| G HPS BAGURU                   | kannada |1561281| female | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | thavarekere     |35935| G LPS KALAPPANAHALLI           | kannada |1558755| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0
 bangalore rural | hosakote | doddanallala    |35950| G HPS UMMALU                   | kannada |1660857| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35996| G UHPS MUTHKURU                | urdu    |1660172| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558403| female | telugu        |2| 2nd Pretest     | English        |1|1|0|1|0|1|0|1|1|1|1|0|1|0|1|0
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1660735| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36087| GULPS THIRTHAHALLI             | urdu    |1682835| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36190| GHPS ANUPAHALLI                | kannada |1558617| male   | kannada       |2| 2nd Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | thavarekere     |36273| GLPS BANDAHALLI                | kannada |1660194| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1| NA          |1|1| NA          |1|1| NA          
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561668| female | urdu          |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36054| G LPS BHEEMAPURA               | kannada |1560550| female | telugu        |2| 2nd Pretest     | English        |1|0|0| NA          | NA          |0|0|0|1|1|0|1|1| NA          | NA          | NA          
 bangalore rural | hosakote | thavarekere     |35941| G LPS GANGAPURA                | kannada |1566240| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1563097| male   | urdu          | 2C            | 2nd Pretest     | English        |1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36126| G LPS VENKATAPURA              | kannada |1557705| female | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35885| G LPS M.SATHYAVARA             | kannada |1559672| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35991| G HPS D. HOSAHALLI             | kannada |1568836| female | telugu        |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36099| G HPS KANEKAL                  | kannada |1561189| male   | kannada       |2| 2nd Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36197| GLPS CHOLAPPANAHALLI           | kannada |1559320| female | telugu        |2| 2nd Pretest     | English        | NA          | NA          | NA          | NA          | NA          |1|1|0|1|0|1|0|1|0|0|0
 bangalore rural | hosakote | t agrahara      |36244| GHPS GOLLAHALLI                | kannada |1562303| female | kannada       |2| 2nd Pretest     | English        |1|1|1|0|1|0|1|1|1|1|1|1|1|0|0|0
