DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|CLASS|ASSMNTNAME|PROGNAME|1| 2a       | 2b       | 3a       | 3b       | 4a       | 4b       | 5a       | 5b       | 5c       |6| 7a       | 7b       | 8a       | 8b       | 8c       | 9a       | 9b       | 9c       | 9d       | 10a      | 10b      | 10c      
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1561684| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36202| GLPS PILLAGUMPE                | kannada |1682593| female | telugu        |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | hosakote town   |36023| G UHPS HOSAKOTE                | urdu    |1563212| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36017| G ULPS V.V. EXTN               | urdu    |1559164| female | urdu          |4| 4th Pretest     | English        |1|1|1|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36246| GHPS DODDARALAGERE             | kannada |1562351| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563313| male   | telugu        | 4A            | 4th Pretest     | English        |1|1|1|1|1|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36125| G HPS LAKKONDANAHALLI          | kannada |1559437| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36230| GLPS OBALAHALLI                | kannada |1561569| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563381| female | tamil         | 4D            | 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35915| G HPS KARAHALLI                | kannada |1562764| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|1|1
 bangalore rural | hosakote | kalkunte        |36109| G HPS NARAYANA KERE            | kannada |1691946| male   | urdu          |4| 4th Pretest     | English        |0|1|1|1|1|1| NA          |1|0| NA          | NA          |1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1559006| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1| NA          |1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35939| G HPS HETTAKKI                 | kannada |1560215| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | samethanahalli  |35974| G HPS NADUVATTI                | kannada |1559852| female | kannada       |4| 4th Pretest     | English        |1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |36237| GHPS DODDENAHALLI              | kannada |1562142| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36077| G UHPS NANDAGUDI               | urdu    |1561157| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35960| G LPS DODDATHAGGALI            | kannada |1695081| male   | kannada       |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | nandagudi       |36081| G HPS N.HOSAHALLI              | kannada |1558869| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36122| G HPS HASIGALA                 | kannada |1557698| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|0|0|0|1|0|1|0|1|1|1|1|1| NA          | NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | jadigenahalli   |36089| G UHPS KATTIGENAHALLI          | urdu    |1563056| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35982| G LPS KOTTURU                  | kannada |1561435| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36087| GULPS THIRTHAHALLI             | urdu    |1682852| male   | urdu          |4| 4th Pretest     | English        |1|1|1|0|0|1|0|1|1|1|0|1|0|1|1|1|1|1|1|1|0|1|0
 bangalore rural | hosakote | doddagattinabbe |36211| GKLPS BHAKTARAHALLI            | kannada |1560545| male   | kannada       |4| 4th Pretest     | English        |1|1|1|0|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36224| GHPS MUGABALA                  | kannada |1561212| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35986| G HPS DODDA DUNNASANDRA        | kannada |1692464| male   | other         |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561799| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36224| GHPS MUGABALA                  | kannada |1561208| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35999| G UHPS MEDIMALLASADNRA         | urdu    |1566325| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558437| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|0|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36051| G HPS MALIYAPPANAHALLI         | kannada |1558208| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | alappanahalli   |36124| G HPS SONNAHALLIPURA           | kannada |1557794| female | kannada       |4| 4th Pretest     | English        |1|0|0| NA          | NA          | NA          | NA          |0| NA          |1|0| NA          | NA          |1|1|1| NA          | NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | sulibele        |35880| G UHPS GIDDAPPANAHALLI         | urdu    |1558571| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36110| G HPS KALKUNTE AGRAHARA        | kannada |1609181| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36070| GHPS ITTASANDRA                | kannada |1561933| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|0|0|1|1|1|1|0|0|0|1|1|1
 bangalore rural | hosakote | nelavagilu      |36072| G HPS HINDIGANALA              | kannada |1682752| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35993| G HPS ANUGONDANAHALLI          | kannada |1560079| female | hindi         |4| 4th Pretest     | English        | NA          |1|1|1|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35921| G UHPS BOYS BNPURA             | urdu    |1682938| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|0|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35916| G HPS KORATI                   | kannada |1560726| female | kannada       |4| 4th Pretest     | English        |1|1|1|0|1|0|0|0| NA          |0|0|0|0|1|1|1|1|0|1|0|0|0|1
 bangalore rural | hosakote | doddagattinabbe |36192| GHPS CG Nabe(chikkagattinabbe) | kannada |1560925| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35958| G HPS SOLURU                   | kannada |1562238| male   | kannada       |4| 4th Pretest     | English        |1|1|0|1|0|0|0|0|1|1|1|0|0|1|1|1| NA          |1|1|1|1|1|1
 bangalore rural | hosakote | beguru          |35888| G HPS E. MUTHASANDRA           | kannada |1557973| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |36091| G ULPS CHATRIPALYA             | urdu    |1560499| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | mugbala         |36200| GHPS GOTTIPURA                 | kannada |1559477| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|0|1
 bangalore rural | hosakote | doddanhulluru   |36219| GHPS DODDAHULLUR               | kannada |1560826| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|0| NA          |1|1|1| NA          | NA          | NA          |1|1|1|1| NA          | NA          |1|0|0|0
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558455| male   | tamil         |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|1
 bangalore rural | hosakote | vagata          |36102| G LPS DODDADASARAHALLI         | kannada |1562245| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35975| G HPS THIRUMALA SHETTIHALLI    | kannada |1559913| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36208| GLPS POOJENA AGRAHARA          | kannada |1560141| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|0|0|1|1|1|1|0|1|0|1|1|1|0|0|0|0|1|1|1
 bangalore rural | hosakote | alappanahalli   |36129| G HPS ALAPPANAHALLI            | kannada |1557837| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1| NA          | NA          |1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35964| G ULPS GONAKANAHALLI           | urdu    |1560968| female | urdu          |4| 4th Pretest     | English        |1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36208| GLPS POOJENA AGRAHARA          | kannada |1560132| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35983| G HPS MUTHASANDRA              | kannada |1552672| female | kannada       |4| 4th Pretest     | English        |1|0|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36132| G LPS CHOWLU THOTA             | kannada |1552781| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36068| G LPS ESTHURU                  | kannada |1560231| female | kannada       |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | alappanahalli   |36121| G HPS KAMMASANDRA              | kannada |1557913| female | kannada       |4| 4th Pretest     | English        |1|1|0|1|0|1|0|1|1|1|1|0|0|1|1|1|0|0|0|0|1|1|1
 bangalore rural | hosakote | samethanahalli  |35977| G HPS BHODHANA HOSAHALLI       | kannada |1556890| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36189| GHPS SHIVANAPURA               | kannada |1558441| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|0|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36225| GHPS KURUBARAHALLI             | kannada |1561355| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1| NA          | NA          |1|1|1|0| NA          | NA          |1|1|1|0|0| NA          |0|1|1|1
 bangalore rural | hosakote | shivanapura     |36045| G LPS D SHETTYHALLI            | kannada |1561243| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | devanagundi     |35987| G LPS DEVALAPURA               | kannada |1561546| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36115| G HPS BAGURU                   | kannada |1561339| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|0|1|0|1|1|1|1|1|1|0|1|1|1|1|1
 bangalore rural | hosakote | vagata          |36088| G MPS THARABAHALLI             | kannada |1560400| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nandagudi       |36082| G UHPS N HOSAHALLI             | urdu    |1561108| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35973| G LPS KORALURU                 | kannada |1660782| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36199| GLPS CHIKKAHULLUR              | kannada |1559429| male   | tamil         |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0| NA          |1|1|1|0|0|0|0|0|0|0
 bangalore rural | hosakote | hosakote town   |36016| G LPS AMBEDKER NAGARA          | kannada |1566209| female | urdu          |4| 4th Pretest     | English        |1|1|0|1|0| NA          | NA          |1| NA          | NA          |0|1|0|1|1|1|1| NA          |1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35933| G LPS CB COLONY                | kannada |1557240| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | nelavagilu      |36073| G UHPS HINIDGANALA             | urdu    |1563043| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|0|0|1|1|0|1|0|1|1|1|1|1|0|0|1|1|1
 bangalore rural | hosakote | nandagudi       |36084| G LPS CHOKKASANDRA             | kannada |1560278| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0| NA          | NA          |1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36202| GLPS PILLAGUMPE                | kannada |1559634| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35922| G HPS HEDAKANAHALLI            | kannada |1682640| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35964| G ULPS GONAKANAHALLI           | urdu    |1560963| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35966| G HPS JADIGENAHALLI            | kannada |1561983| male   | kannada       |4| 4th Pretest     | English        |1|1|1|0|0|0|0|0|0|0|0|0|0| NA          | NA          | NA          |1|0|0|0|1|1|1
 bangalore rural | hosakote | jadigenahalli   |35966| G HPS JADIGENAHALLI            | kannada |1561991| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|0|0|0|1|0|1|0| NA          | NA          | NA          |1|0|1|1|1|0|0
 bangalore rural | hosakote | doddanallala    |35950| G HPS UMMALU                   | kannada |1660902| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36203| GHPS DASARAHALLI               | kannada |1559746| female | tamil         |4| 4th Pretest     | English        |1|1|1|1|1| NA          |0|1|1|1|0| NA          | NA          |1|1|1|0| NA          | NA          | NA          |0|0|0
 bangalore rural | hosakote | bilanarasapura  |35922| G HPS HEDAKANAHALLI            | kannada |1682648| male   | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |36233| GHPS THAVATAHALLI              | kannada |1562027| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36111| G LPS AREHALLI                 | kannada |1557004| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35941| G LPS GANGAPURA                | kannada |1566312| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|0| NA          |1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36122| G HPS HASIGALA                 | kannada |1557685| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|0| NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | bilanarasapura  |35915| G HPS KARAHALLI                | kannada |1562772| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1| NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | mugbala         |35945| G LPS DABBAGUNTAHALLI          | kannada |1566599| male   | telugu        |4| 4th Pretest     | English        |1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0| NA          | NA          |0|1|1|1
 bangalore rural | hosakote | devanagundi     |35995| G HPS MUTHKURU                 | kannada |1560012| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36019| G KGMS HOSAKOTE                | kannada |1559661| male   | tamil         | 4B            | 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35939| G HPS HETTAKKI                 | kannada |1560210| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|0|0|0|1|1|1
 bangalore rural | hosakote | vagata          |36101| G HPS MAKANAHALLI              | kannada |1562119| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|0|1|1|1|1|1|0|0|0| NA          | NA          | NA          |1|0|1|0|1|1|1
 bangalore rural | hosakote | nandagudi       |36076| G HPS NANDAGUDI                | kannada |1692505| male   | kannada       |4| 4th Pretest     | English        |1|1|1|0|1|1|1|1|1|1| NA          |1|1|1|1|1|1|0|1|0|1|1|1
 bangalore rural | hosakote | samethanahalli  |35977| G HPS BHODHANA HOSAHALLI       | kannada |1682704| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36219| GHPS DODDAHULLUR               | kannada |1560836| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1| NA          | NA          |1|1|1| NA          | NA          | NA          |1|1|1|0|0|0|0|0|1|1
 bangalore rural | hosakote | shivanapura     |36044| G HPS K SATHYAVARA             | kannada |1558195| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1| NA          |1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | t agrahara      |36244| GHPS GOLLAHALLI                | kannada |1562325| male   | kannada       |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | beguru          |35894| G LPS BHEEMAKANAHALLI          | kannada |1682063| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1| NA          |0|1|1|1|0| NA          |1|1|1|0|0|0|0|1|1|1|1
 bangalore rural | hosakote | alappanahalli   |36132| G LPS CHOWLU THOTA             | kannada |1552810| female | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36054| G LPS BHEEMAPURA               | kannada |1560606| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1| NA          | NA          | NA          |1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | bendiganahalli  |36185| GHPS E - HOSAHALLI             | kannada |1558182| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35976| G HPS SAMETHANAHALLI           | kannada |1682673| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |35929| G LPS SHIVANAPURA              | kannada |1682073| female | kannada       |4| 4th Pretest     | English        |1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | kalkunte        |36118| G LPS MARANAGERE               | kannada |1566543| male   | telugu        |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | hosakote town   |36248| G KGKMS TOWN                   | kannada |1563416| female | kannada       | 4C            | 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35972| G HPS MALLASANDRA              | kannada |1556933| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1
 bangalore rural | hosakote | bilanarasapura  |35921| G UHPS BOYS BNPURA             | urdu    |1682932| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanallala    |35944| G HPS CHIKKANALLALA            | kannada |1613831| male   | kannada       |4| 4th Pretest     | English        |0|1|1|1|1|0|0|1|0|0|0|0|0|1|1|1|1|1|0|1|1|1|1
 bangalore rural | hosakote | bilanarasapura  |36194|         GLKPS Bilanarasapura   | kannada |1561804| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35935| G LPS KALAPPANAHALLI           | kannada |1558778| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35941| G LPS GANGAPURA                | kannada |1566305| female | telugu        |4| 4th Pretest     | English        |1|1|0|1|0|1| NA          |0|0|1|0|0|0|1|1|1|1| NA          |0|0|1|1|1
 bangalore rural | hosakote | doddanallala    |36235| GHPS DODDANALLALA              | kannada |1562067| male   | kannada       |4| 4th Pretest     | English        | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          | AB          
 bangalore rural | hosakote | doddanhulluru   |36202| GLPS PILLAGUMPE                | kannada |1559621| male   | hindi         |4| 4th Pretest     | English        |1|1|1|1|1|1|1|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | thavarekere     |35949| G LPS GUGUTTAHALLI             | kannada |1560334| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | samethanahalli  |35983| G HPS MUTHASANDRA              | kannada |1552684| male   | tamil         |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36094| G LPS DEVASHETTYHALLI          | kannada |1562814| female | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1
 bangalore rural | hosakote | shivanapura     |36054| G LPS BHEEMAPURA               | kannada |1560607| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1| NA          | NA          | NA          |1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | doddanhulluru   |36195|         GHPS Doddanallurahalli | kannada |1682660| female | urdu          |4| 4th Pretest     | English        |1|1|1|1|1|0| NA          |1|1|1|0| NA          | NA          |1|1|1|0| NA          | NA          | NA          |1|1|1
 bangalore rural | hosakote | hosakote town   |36021| G HPS M. V. EXTN. HOSKOTE      | kannada |1683142| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1| NA          | NA          |1|1|1| NA          | NA          | NA          |1|1|1|1|0|0|1|1|1|1|1
 bangalore rural | hosakote | doddagattinabbe |36192| GHPS CG Nabe(chikkagattinabbe) | kannada |1560929| male   | kannada       |4| 4th Pretest     | English        |1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
 bangalore rural | hosakote | shivanapura     |36045| G LPS D SHETTYHALLI            | kannada |1683330| female | kannada       |4| 4th Pretest     | English        |1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1
