School_code|School_name|District_name
29070419102|SANGOLLI RAYANNA HIGH SCHOOL KUSHTAGI|KOPPAL                                            
29070419103|BUTTIBASAVESHWARA HIGH SCHOOL  KUSHTAGI|KOPPAL                                            
29070419104|GOVT GIRLS JR COLLEGE KUSTAGI|KOPPAL                                            
29070420601|GOVT BOYS JR COLLAGE KUSTAGI|KOPPAL                                            
29070420602|GAVISIDDESHWARA HIGH SCHOOL  KUSTAGI|KOPPAL                                            
29070900401|GOVT HIGH SCHOOL ARAKERI|KOPPAL                                            
29070900601|GOVT HIGH SCHOOL BALAGERI|KOPPAL                                            
29070900701|GOVT JR COLLAGE BALUTAGI|KOPPAL                                            
29070900702|GOVT JR COLLAGE BALUTAGI|KOPPAL                                            
29070900801|GOVT JR COLLAGE BANDI|KOPPAL                                            
29070900901|GOVT HIGH SCHOOL BANDIHAL|KOPPAL                                            
29070901001|GOVT JR COLLAGE BANNIKOPPA|KOPPAL                                            
29070901301|NRUPA TUNGA HIGH SCHOOL BENAKAL|KOPPAL                                            
29070901401|GOVT JR COLLAGE BEVOOR|KOPPAL                                            
29070901402|MURARJI DESAI SCHOOL BEVOOR|KOPPAL                                            
29070901403|GOVT JR COLLAGE BEVOOR|KOPPAL                                            
29070901404|SWMAY VIVEKANANDA HIGH SCHOOL BEVOOR|KOPPAL                                            
29070901601|GOVT HIGH SCHOOL BHANAPUR|KOPPAL                                            
29070901801|GOVT HIGH SCHOOL BINNAL|KOPPAL                                            
29070903301|SNSD HIGH SCHOOL CHIKKAMYAGERI|KOPPAL                                            
29070904001|GOVT HIGH SCHOOL GANADAL|KOPPAL                                            
29070904201|GOVT HIGH SCHOOL GEDDIGERI|KOPPAL                                            
29070904501|GOVT HIGH SCHOOL GUNNAL|KOPPAL                                            
29070905101|GOVT JR COLLAGE HIREARALIHALLI|KOPPAL                                            
29070905301|GOVT HIGH SCHOOL HIREVANKALAKUNTA|KOPPAL                                            
29070905302|GOVT JR COLLAGE HIREVANKALAKUNTA|KOPPAL                                            
29070905303|SRI MURARJI DESAI MODEL RESIDENTAL SCHOOL HIREWANKALAKUNTA|KOPPAL                                            
29070905401|GOVT HIGH SCHOOL HIRE BIDANAL|KOPPAL                                            
29070905501|GOVT JR COLLAGE HIREMYAGERI|KOPPAL                                            
29070905502|GOVT JR COLLAGE HIREMYAGERI|KOPPAL                                            
29070906101|MAHESHWAR JR COLLAGE ITAGI|KOPPAL                                            
29070907001|GOVT HIGH SCHOOL KARAMUDI|KOPPAL                                            
29070908001|GHS KUDARIMOTHI|KOPPAL                                            
29070908101|GOVT HIGH SCHOOL KUKANOOR|KOPPAL                                            
29070908102|SRI GAVISIDDESHWARA HIGH SCHOOL KUKANOOR|KOPPAL                                            
29070908103|SRI VIDYANANDA GURUKULA HIGH SCHOOL KUKANOOR|KOPPAL                                            
29070908104|RAMABHAI AMB HIGH SCHOOL KUKNOOR|KOPPAL                                            
29070908105|SIR VIDYASHREE HIGH SCHOOL KUKNOOR|KOPPAL                                            
29070908106|BRI MORARJI DESAI RESIDENTIAL SCHOOL FOR MINORITIES|KOPPAL                                            
29070908107|VIDYANAND GURUKULA COMP P U COLLEGE KUKNOOR|KOPPAL                                            
29070908108|K.L.E.SOCIETYS PRE-UNIVERSITY COLLEGE KUKANUR|KOPPAL                                            
29070908109|JAWAHAR NAVODAYA VIDYALAYA KUKANOOR|KOPPAL                                            
29070908701|GOOD SHEPEERD ENGLISH MEDIUM HIGH SCHOOL KUDARIKOTAGI|KOPPAL                                            
29070908901|GOVT HIGH SCHOOL MANDALGERI|KOPPAL                                            
29070909101|GOVT JR COLLAGE MANGALORE|KOPPAL                                            
29070909102|BAPUJI HIGH SCHOOL MANGALORE|KOPPAL                                            
29070909103|GOVT JR COLLAGE MANGALORE|KOPPAL                                            
29070909501|GOVT HIGH SCHOOL MASABA HANCHINAL|KOPPAL                                            
29070909601|GOVT HIGH SCHOOL MATALADINNI|KOPPAL                                            
29070909801|ST HIGH SCHOOL MUDHOL|KOPPAL                                            
29070910901|GOVT HIGH SCHOOL RAJOOR ADUR|KOPPAL                                            
29070911201|ANNADANESHWARA HIGH SCHOOL SANGANAL|KOPPAL                                            
29070911301|GOVT HIGH SCHOOL SANKANOOR|KOPPAL                                            
29070911701|GOVT HIGH SCHOOL SHIRUR|KOPPAL                                            
29070911801|SHARANA BASAVESHWAR HIGH SCHOOL SOMPUR|KOPPAL                                            
29070911901|GOVT GIRLS HIGH SCHOOL TALAKAL|KOPPAL                                            
29070911902|GOVT JR COLLAGE TALAKAL|KOPPAL                                            
29070911903|MINORITIES MURARJI DESAI ENG MEDIUM SCHOOL TALAKAL|KOPPAL                                            
29070912101|GOVT HIGH SCHOOL TALAKERI|KOPPAL                                            
29070912301|GOVT HIGH SCHOOL TARALAKATTI|KOPPAL                                            
29070913001|GOVT HIGH SCHOOL VAJRABANDI|KOPPAL                                            
29070913601|SMT RAMABAI AMBADEKAR HIGH SCHOOL YADIYAPUR|KOPPAL                                            
29070913801|KSVP HIGH SCHOOL YAREHANCHINAL|KOPPAL                                            
29070914503|GOVT P  U COLLEGE TALKAL|KOPPAL                                            
29070914504|K G B V  TALKAL|KOPPAL                                            
29070915501|SRI MANJUNATH HIGH SCHOOL YELBURGA|KOPPAL                                            
29070915801|SHIDDARAMESHWAR KANNADA MED HIGH SCHOOL YELBURGA|KOPPAL                                            
29070915802|SHIDDARAMESHWAR ENG MED HIGH SCHOOL YELBURGA|KOPPAL                                            
29070915901|GOVT JR COLLAGE YELBURGA|KOPPAL                                            
29070916001|KITTAUR RANI CHANNAMMA MAHILA PU COLLEGE YELBURGA|KOPPAL                                            
29070916101|SHRI SHIDDHARAMESHWAR P.U.COLLEGE YELBURGA|KOPPAL                                            
29070916201|JNANAVAHINI HIGH SCHOOL YALABURGA|KOPPAL                                            
29070916301|GOVT GIRLS SH YELBURGA|KOPPAL                                            
29070916302|MANJUNATH JR COLLAGE YELBURGA|KOPPAL                                            
29070916303|MURARJI DESAI RESIDENTIAL SCHOOL(SWD) YELBURGA|KOPPAL                                            
29070916306|GOVT P U COLLEGE YELBURGA|KOPPAL                                            
29080100101|GOVT HIGH SCHOOL S M KRISHNA NAGAR GADAG|GADAG                                             
29080100102|GOVT HIGH SCHOOL SHIDDALING NAGAR GADAG|GADAG                                             
29080100103|HCES GIRLS BETAGERI|GADAG                                             
29080100104|BAAVESHWAR HIGH SCHOOL GADAG|GADAG                                             
29080100105|NELSON MANDELA HIGH SCHOOL GADAG|GADAG                                             
29080100106|VENKATESHWARA HIGH SCHOOL GADAG|GADAG                                             
29080100107|VIJAYANAGAR HIGH SCHOOL GADAG|GADAG                                             
29080100110|BASAVESHWARA ENG HIGH SCHOOL SIDD NGR GADAG|GADAG                                             
29080100111|BIPIN CHIKKATTI KAN MED HIGH SCHOOL GADAG|GADAG                                             
29080100112|BIPIN CHIKKATTI ENG MED HIGH SCHOOL GADAG|GADAG                                             
29080100114|CDO JAIN ENG MED HIGH SCHOOL GADAG|GADAG                                             
29080100115|PARSHWANATH ENG.  SCHOOL|GADAG                                             
29080100117|V,D,S,T,C  BOYS COMP PU COLLEGE GADAG|GADAG                                             
29080100118|V,D,S,T,C GIRLS COMP PU COLLEGE GADAG|GADAG                                             
29080100119|MUNCIPAL COMP PU COLLEGE GADAG (PUC)|GADAG                                             
29080100121|JSS PU COLLEGE GADAG BETGERI (PUC)|GADAG                                             
29080100122|SANKET PU COLLEGE GADAG (PUC)|GADAG                                             
29080100123|PANDIT PANCHXARI GAVAIGALAR GADAG (PUC)|GADAG                                             
29080100125|ANGLU URDU COMP JR COLLGEG GADAG (PUC)|GADAG                                             
29080100126|BIPIB CHIKKATTI P.U.SCINCE AOLLEGE GADAG (PUC)|GADAG                                             
29080100128|ROTARY CENTRAL HIGH SCHOOL|GADAG                                             
29080100129|GANESHMAL DHANARAJ SHAH ENGLISH MEDIUM SCHOOL|GADAG                                             
29080100130|SHRI KRISHNA HIGH SCHOOL MULGUND NAKA|GADAG                                             
29080100131|SHRI YALLMMA END P.U.COLLEGE GADAG|GADAG                                             
29080100132|GOVT COMP HS SETLMENT BETAGERI (8-10)|GADAG                                             
29080100133|VDSTC GIRLS  COMP PU COLLEGE GADAG(PUC)|GADAG                                             
29080100135|MAHARANA PRATAPSING COMP COLLEGE BETGERI-GADAG(PUC)|GADAG                                             
29080100136|MORARJI RESI PU COLLEGE GADAG(PUC)|GADAG                                             
29080100137|J T COLLEGE GADAG (PUC)|GADAG                                             
29080100201|GOVT HIGH SCHOOL SETALMENT BETAGERI -GADAG|GADAG                                             
29080100202|ASS PU COLLEGE OF COMMERCE GADAG BETIGERI (PUC)|GADAG                                             
29080100203|LOYOLA COMP PU COLLEGE GADAG (PUC)|GADAG                                             
29080100204|MORAJI DESAI RESIDENCIAL SCHOOL|GADAG                                             
29080100205|HCES PU COLLEGE BETAGERI(PUC)|GADAG                                             
29080100301|BASEL MISSION HIGH SCHOOL BETAGERI|GADAG                                             
29080100401|MAHARANA PRATAP HIGH SCHOOL GADAG|GADAG                                             
29080100402|PU COLLEGE BETGERI HOILGOL ROAD GADAG (PUC)|GADAG                                             
29080100501|MORARJI DESAI RES HS GADAG TOWN GADAG(SAMAJ KALYAN)|GADAG                                             
29080100601|SB HIGH SCHOOL BETAGERI|GADAG                                             
29080100701|ANGLO URDU BOYS HIGH SCHOOL GADAG|GADAG                                             
29080100702|ANGLO URDU GIRLS HIGH SCHOOL GADAG|GADAG                                             
29080101001|LOYALA HIGH SCHOOL BETAGERI|GADAG                                             
29080101002|HCES HIGH SCHOOL GADAG|GADAG                                             
29080101003|VDS BOYS COMP PU COLLEGE GADAG (PUC)|GADAG                                             
29080101004|JCS  PU COLLEGE GADAG(PUC)|GADAG                                             
29080101101|ST JOHN HIGH SCHOOL GADAG|GADAG                                             
29080101201|KLE JAGDGURU TONTADARYA PU COLLEGE GADAG (PUC)|GADAG                                             
29080101301|CS PATIL BOYS HIGH SCHOOL GADAG|GADAG                                             
29080101302|CS PATIL GIRLS HIGH SCHOOL GADAG|GADAG                                             
29080101303|AMAN HIGH SCHOOL|GADAG                                             
29080101304|KLE HIGH SCHOOL GADAG|GADAG                                             
29080101305|AMAN HIGH SCHOOL GADAG (8-10)|GADAG                                             
29080101401|TONTADARYA HIGH SCHOOL|GADAG                                             
29080101501|MUNCIPAL COMP JUN COL SCHOOL|GADAG                                             
29080101901|SHASHTRIJI ENG MEDHIGH SCHOOL GADAG(8-10)|GADAG                                             
29080101902|SHASHTRIJI COMPOSITE JUNIOR COLLEGE GADAG(8-12)|GADAG                                             
29080102001|NEHARU ENG MED HS GADAG(8-10)|GADAG                                             
29080102101|GOVT HIGH SCHOOL R G NAGAR GADAG|GADAG                                             
29080102102|NEHRU PRIMARY HIGH SCHOOL|GADAG                                             
29080102103|NEHARU KAN MIDIAM HPS / HIGH SCHOOL GAD|GADAG                                             
29080102104|NEHARU ENG PRI OR HIGH SCHOOL GADAG|GADAG                                             
29080102201|ARYABHATA PU SCINCE COLLEGE  GADAG (PUC)|GADAG                                             
29080102501|VASAVI HIGHSCHOOL GADAG(8-10)|GADAG                                             
29080102601|GOVT URDU  HIGH SCHOOL GADAG|GADAG                                             
29080102701|K V S R COMP PU COLLEGE GADAG VIDYANAGAR MASARI (PUC)|GADAG                                             
29080102801|HCES PU COLLEGE GADAG (PUC)|GADAG                                             
29080102901|KVSR COMP PU COLLEGE  GADAG|GADAG                                             
29080102902|JPST GADAG|GADAG                                             
29080102903|MANJU HIGH SCHOOL GADAG|GADAG                                             
29080102904|PPG HIGH SCHOOL GADAG|GADAG                                             
29080103001|SSK  HIGH SCHOOL GADAG|GADAG                                             
29080103002|PPG PU COLLEGE GADAG(PUC)|GADAG                                             
29080103202|MAILAREPPA MENASAGI KAN MED HS GADAG (8-10)|GADAG                                             
29080103203|MAILAREPPA MENASAGI ENG MED HS GADAG (8-10)|GADAG                                             
29080103204|ZNAN BHARATHI HS GADAG (8-10)|GADAG                                             
29080103302|JAYCEE HIGH SCHOOL GADAG|GADAG                                             
29080103303|CAMBRIDGE ENG MED HIGH SCHOOL GADAG(8-10)|GADAG                                             
29080103304|MORAL EDU KAN MED HS GADAG(8-10)|GADAG                                             
29080103501|MAILARAPPA MENSGI SCI ARTS & COMS PU COLLEGE GADAG (PUC)|GADAG                                             
29080103502|SJSVVS SCINCE PU COLLEGE D.G.M.AYURVEDIC COLLEGE COMPUS KALSAPUR ROD GADAG (PUC)|GADAG                                             
29080103503|LTONS COMP PU SCINCE COLLEGE MUNDARGI ROAD GADAG (PUC)|GADAG                                             
29080103504|TONTAD SIDDESHWAR PRE- UNIVERSITTY SCIENCE COLLEGE GADAG|GADAG                                             
29080103505|GOVT PU COLLEGE SIDDALIN NAGAR GADAG(PUC)|GADAG                                             
29080106001|GHS ADV (8-10)|GADAG                                             
29080200201|GOVT HIGH SCHOOL KADAMPUR|GADAG                                             
29080200501|GOVT HIGH SCHOOL JANTLI SHIRUR|GADAG                                             
29080200601|GOVT HIGH SCHOOL HALLIGUDI|GADAG                                             
29080200701|GOVT HIGH SCHOOL HALLIKERI|GADAG                                             
29080200801|SJAV COMMITI HIGH SCHOOL VENKATAPUR|GADAG                                             
29080200802|S.B.H.S. VENKATAPUR|GADAG                                             
29080200901|SHIGH SCHOOL COMP JR COL PETALALUR|GADAG                                             
29080200902|SHRI HALASHIVAYOGEESWAR.COMP P.U.COLLEGE PETHA ALUR (PUC)|GADAG                                             
29080201401|GOVT COMP JUN COL DONI|GADAG                                             
29080201402|GOVT COMP P U COLLEGE DONI (PUC)|GADAG                                             
29080201501|JT COMP JR COLL DAMBAL|GADAG                                             
29080201502|JTVP GIRLS HIGH SCHOOL DAMBAL|GADAG                                             
29080201504|J T COMP BOYS HS DAMBAL (8-10)|GADAG                                             
29080201601|RMSA GHS EKLASPUR|GADAG                                             
29080201801|GOVT HIGH SCHOOL MEUNDI|GADAG                                             
29080201901|GOVT HIGH SCHOOL BARADUR|GADAG                                             
29080202101|SKK KURADAGI HIGH SCHOOL HIREVADDATTI|GADAG                                             
29080202102|GOVT P U COLLEGE HEREWADDATTI (PUC)|GADAG                                             
29080202103|SHREE MURARJI DESAI RESIDENTIAL SCHOOL HIREWADDATTI|GADAG                                             
29080202201|RMSA GHS CHIKKAVADDTTI|GADAG                                             
29080202401|RMSA GHS MURADI|GADAG                                             
29080202701|RMSA GHS HAROGERI|GADAG                                             
29080202901|SB HIGH SCHOOL BAGEWADI|GADAG                                             
29080203101|SHRI GURU MADUKESHWAR HIGH SCHOOL KALAKERI|GADAG                                             
29080203102|SHRI M B PATIL PU COLLEGE KALAKERI (PUC)|GADAG                                             
29080204001|GOVT HIGH SCHOOL NAGARAHALLI|GADAG                                             
29080204201|RMSA GHS HESRUR|GADAG                                             
29080204401|KH KURADAGI HIGH SCHOOL KORLAHALLI|GADAG                                             
29080204402|JAWAHAR NAVODAYA VIDYALAYA KORLAHALLI|GADAG                                             
29080204901|GOVT HIGH SCHOOL BIDARALLI|GADAG                                             
29080205202|YOGI VEMAN HIGH SCHOOL HONNAHAMMANAGI|GADAG                                             
29080205401|GOVT COMP JUN COL SHINGATALUR( PUC)|GADAG                                             
29080205403|GOVT HIGH SCHOOL SHINGATALUR|GADAG                                             
29080205501|J A COMP PU COLLGE MUNDARAGI (PUC)|GADAG                                             
29080205502|M.S.DAMBAL WOMENS P.U.COLLEGE MUNDARAGI (PUC)|GADAG                                             
29080205503|GOVT URDU HIGH  SCHOOL|GADAG                                             
29080205505|M.S. DAMBAL GIRLS HIGH SCHOOL MUNDARGI|GADAG                                             
29080205506|DR AMBEDKAR HIGH SCHOOL MUNDARGI|GADAG                                             
29080205507|GOVT PU COLLEGE MUNDARAGI (PUC)|GADAG                                             
29080205508|S.F.S SCHOOL MUNDARGI|GADAG                                             
29080205509|SVSR PU COLLEGE MUNDARAGI(PUC)|GADAG                                             
29080205510|JNV PU COL MUNDARAGI(PUC)|GADAG                                             
29080205701|JT FORT HIGH SCHOOL MUNDARAGI|GADAG                                             
29080205703|J.A.HIGHIGH SCHOOLCHOOL|GADAG                                             
29080205705|VGL HIGH SCHOOL MUNDARGI|GADAG                                             
29080205802|ANJUMAN URDU MED HIGH SCHOOL MUNDARGI|GADAG                                             
29080205803|J A ENGLISH MED HIGH SCHOOL MUNDARAGI|GADAG                                             
29080205804|SWAMI VIVEKANANDA HIGH SCHOOL MUNDARGI|GADAG                                             
29080205901|J.T.R. CBSE SCHOOL MUNDARGI|GADAG                                             
29080300401|GOVT HIGH SCHOOL HIREKOPPA|GADAG                                             
29080300501|RMSA GHS ARASHINGODI|GADAG                                             
29080300602|GOVT COMP PU COLLEGE CHIKKANARAGUND (PUC)|GADAG                                             
29080300603|S.D.S.K GOVT HIGH SCHOOL|GADAG                                             
29080300701|GOVT HIGH SCHOOL KANAKIKOPPA|GADAG                                             
29080300901|GOVT HIGH SCHOOL JAGAPUR|GADAG                                             
29080301101|RMSA GHS HUNASHIKATTI|GADAG                                             
29080301401|GOVT COMP PUC BANAHATTI|GADAG                                             
29080301402|GOVT COMP P U COLLEGE BANAHATTI (PUC)|GADAG                                             
29080301501|GOVT HIGH SCHOOL KURLAGERI|GADAG                                             
29080301801|RMSA GHS VASAN|GADAG                                             
29080301901|KES HIGH SCHOOL KONNUR|GADAG                                             
29080301902|KANAKDAS GIRLS HS KONNUR(8-10)|GADAG                                             
29080301903|KES COMP PU COLLEGE KONNUR (PUC)|GADAG                                             
29080302201|RMSA GHS KALLAPUR|GADAG                                             
29080302301|BMP  HIGH SCHOOL SHIROL|GADAG                                             
29080302302|GURUBASAV HIGH SCHOOL SHIROL|GADAG                                             
29080302303|S,S,S PU COLLEGE SHIROL (PUC)|GADAG                                             
29080302401|GOVT HIGH SCHOOL RADDER NAGANUR|GADAG                                             
29080302701|RMSA GOVT HS BAIRANAHATTI|GADAG                                             
29080302901|GOVT HIGH SCHOOL HADLI|GADAG                                             
29080303001|GOVT HIGH SCHOOL SURKOD|GADAG                                             
29080303101|GOVT COMP JUN COL NARAGUND(PUC)|GADAG                                             
29080303102|GOVT GIRLS HIGH SCHOOL NARAGUND|GADAG                                             
29080303103|GOVT URDU HIGH SCHOOL NARAGUND|GADAG                                             
29080303104|MURAJ DESAI RESI SCHOOL NARAGD|GADAG                                             
29080303105|ALLAMAPRABHU HIGH SCHOOL NARAGUND|GADAG                                             
29080303106|BARAMAPPA JOTENNAVAR HIGH SCHOOL NARAGUND|GADAG                                             
29080303110|LIONS KAN MED HIGH SCHOOL NARAGUND|GADAG                                             
29080303112|NAVODAYA HIGH SCHOOL NARAGUND|GADAG                                             
29080303113|ROTRACT KAN MED HIGH SCHOOL NARAGUND|GADAG                                             
29080303114|SV RESI HIGH SCHOOL NARAGUND|GADAG                                             
29080303116|GOVT COMP HS  NARAGUND(8-10)|GADAG                                             
29080303117|LIONS INDEPENDENT P.U.COLLEGE NARGUND (PUC)|GADAG                                             
29080303118|NAVODAYA COMP.JR.COLLEGE NARGUND(PUC)|GADAG                                             
29080303119|NAVODAYA ENG MED HS NARAGUND (8-10|GADAG                                             
29080303201|SHARADAMBA HS NARAGUND(8-10)|GADAG                                             
29080303301|LIONS ENG MED HIGHSCHOOL NARAGUND(8-10)|GADAG                                             
29080400302|SSB HIGH SCHOOL MENASAGI|GADAG                                             
29080400303|SRI LINGBASAVAR PU COLLEGE MENASAGI (PUC)|GADAG                                             
29080400304|GOVT GIRLS HIGH SCHOOL MENASAGI|GADAG                                             
29080400401|RMSAGHS HOLEMANNUR|GADAG                                             
29080400601|SKV COMP JR COLL HOLEALUR(PUC)|GADAG                                             
29080400602|S G HIGH SCHOOL HOLEALUR|GADAG                                             
29080400603|SKVP GIRLS HIGH SCHOOL HOLEALUR|GADAG                                             
29080400604|S Y HIGH SCHOOL HOLEALUR|GADAG                                             
29080400606|KALMESWAR COMP HS HOLEALUR(8-10)|GADAG                                             
29080400607|YACCHARESWAR PU COL HOLEALUR(PUC)|GADAG                                             
29080401001|GOVT HIGH SCHOOL B-S BELERI|GADAG                                             
29080401201|GOVT HIGH SCHOOL  BENAHAL|GADAG                                             
29080401401|S K V P HIGH SCHOOL  HULLUR|GADAG                                             
29080401402|GOVT P U COLLEGE HULLUR (PUC)|GADAG                                             
29080401403|RMSA GHS HULLUR|GADAG                                             
29080401601|S,F HIGH SCHOOL ASUTI|GADAG                                             
29080402201|GOVT COMP JUN COL YAVAGAL|GADAG                                             
29080402202|GOVT COMP P U COLLEGE YAVAGALL (PUC)|GADAG                                             
29080402301|GOVT HIGH SCHOOL KOUJAGERI|GADAG                                             
29080402401|S.V.COMP.JR.COLLEGE BELAVANAKI|GADAG                                             
29080402402|S V COMP HS  BELAVANAKI (8-10)|GADAG                                             
29080402501|GOVT HIGH SCHOOL  MALLAPUR|GADAG                                             
29080403001|KANTI BASAVESHWAR HIGH SCHOOL MADALAGERI|GADAG                                             
29080403101|GOVT COMP JUN COL HIREHAL|GADAG                                             
29080403102|GOVT COMP P U COLLEGE HIREHAL (PUC)|GADAG                                             
29080403501|GOVT HIGH SCHOOL  SHANTAGIRI|GADAG                                             
29080403502|MODEL HIGH SCHOOL SHANTAGERI|GADAG                                             
29080403601|RMSA GHS NELLUR|GADAG                                             
29080403801|GOVT COMP JUN COL MUSHIGERI|GADAG                                             
29080403802|GOVT COMP PU COLLEGE MUSHIGERI (PUC)|GADAG                                             
29080404901|RMSA GHS MUGALI|GADAG                                             
29080405001|SGAS HIGH SCHOOL KOTABAL|GADAG                                             
29080405601|RMSA GHS CHIKKAMANNUR|GADAG                                             
29080405701|S S HIGH SCHOOL SAVADI|GADAG                                             
29080406001|GOVT HIGH SCHOOL ITAGI|GADAG                                             
29080406302|JANA CHETANA HIGH SCHOOL SUDI|GADAG                                             
29080406304|GURU MAHANTESH HIGH SCHOOL SUDI|GADAG                                             
29080406401|RMSA GHS HADAGALI S DAMBAL|GADAG                                             
29080406701|S A V HIGH SCHOOL YEREBELERI|GADAG                                             
29080406801|KSS PU COLLEGE NAREGAL (PUC)|GADAG                                             
29080406901|GOVT HIGH SCHOOL ABBIGERI|GADAG                                             
29080407001|S A,J,D,HIGH SCHOOL JAKKALI|GADAG                                             
29080407201|RMSA GHS MARANBASARI|GADAG                                             
29080407301|RMSA GHS KALAKAPUR|GADAG                                             
29080407401|S A HIGH SCHOOL NIDAGUNDI|GADAG                                             
29080407402|GOVT P U COLLEGE NIDAGUNDI (PUC)|GADAG                                             
29080407501|RMSA GOVT HS  HALAKERI|GADAG                                             
29080407801|S,M HIGH SCHOOL LAKKALAKATTI|GADAG                                             
29080407901|S S B HIGH SCHOOL NAGENDRAGADA|GADAG                                             
29080408501|GOVT HIGH SCHOOL KUNTOJI|GADAG                                             
29080408601|RMSA GHS DINDUR|GADAG                                             
29080408701|MURARJI.SCHOOL. KALAKALESHWAR|GADAG                                             
29080408702|S B HIGH SCHOOL RAJUR|GADAG                                             
29080409001|GOVT HIGH SCHOOL  GOGERI|GADAG                                             
29080409601|RMSA GHS RAMPUR|GADAG                                             
29080409801|GOVT HIGH SCHOOL  RON|GADAG                                             
29080409802|GOVT COMP P U COLLEGE NAREGAL (PUC)|GADAG                                             
29080409803|GOVT PU COLLEGE RON (PUC)|GADAG                                             
29080409804|SHR SB COMP PU COLLEGE RON (PUC)|GADAG                                             
29080409805|VEER RANI CHANNAMMA COMP PU COLLEGE RON (PUC)|GADAG                                             
29080409806|GURU MHANTESH COMP P.U. COLLEGE|GADAG                                             
29080409807|MATHOSHREE BASAMMA S PAIL ENGLISH MEDIUM  SCHOOL  RON|GADAG                                             
29080409808|VEERANAGOUDA PANIYAPPAGOUDA PATIL HIGH SCHOOL RON|GADAG                                             
29080409901|GOVT HIGH SCHOOL GAJENDRAGADA|GADAG                                             
29080409902|GOVT PU COLLEGE GAJENDRAGADA (PUC)|GADAG                                             
29080409903|RGVPU COLLEGE GAJENDRAGADA (PUC)|GADAG                                             
29080409904|KSS COMP PU COLLEGE GAJENDRAGADA (8-12)|GADAG                                             
29080410001|GOVT COMP JUN COL NAREGAL|GADAG                                             
29080410002|AVHPS HIGH SCHOOL NAREGAL|GADAG                                             
29080410003|S.K.R.K GOVT HIGH SCHOOL NAREGAL|GADAG                                             
29080410004|S A PU COLLEGE NAREGAL (PUC)|GADAG                                             
29080410005|ANNADANESHWAR DUMB HS  NAREGAL|GADAG                                             
29080410101|MALLIKARJUN HIGH SCHOOL RON|GADAG                                             
29080410102|NEW LITTLE FLOWER HIGH SCHOOL RON|GADAG                                             
29080410501|KVS HIGH SCHOOL RON|GADAG                                             
29080410502|SSB HIGH SCHOOL RON|GADAG                                             
29080411601|SRI BASAVESWAR HS RON (8-10)|GADAG                                             
29080411701|BASAVARAJ SHASTRIJI HIGH SCHOOL RON|GADAG                                             
29080411801|SHARAD GIRLS HIGH SCHOOL RON|GADAG                                             
29080412001|ANJUMAN HIGH SCHOOL RON|GADAG                                             
29080412003|VEER RANI CHENNAMMA GIRLS HIGH SCHOOL RON|GADAG                                             
29080412101|GOVT GIRLS HIGH SCHOOL GAJENDRAGAD|GADAG                                             
29080412402|GOVT URDU HIGH SCHOOL GAJENDRAGAD|GADAG                                             
29080412501|SVTR ENG MED HIGH SCHOOL GAJENDRGADA|GADAG                                             
29080412502|S.J.T.P.SCHOOL.GAJENDRAGAD|GADAG                                             
29080412503|S M BHOOMARADDI PU COLLEGE GAJENDRAGADA (PUC)|GADAG                                             
29080412504|SRI VIGHNESWARA VIDYAVARDHAKA PU COLLEE GAJENDRAGADA|GADAG                                             
29080414701|VISHWA CHETANA HIGH SCHOOL NAREGAL|GADAG                                             
29080414801|ANNADANESHWAR  HIGH SCHOOL NAREGAL|GADAG                                             
29080414802|SMB COMP JR COLL GAJENDRAGADA|GADAG                                             
29080414803|S A V GIRLS HIGH SCHOOL NAREGAL|GADAG                                             
29080414804|KANAKADAS SAMITI HIGH SCHOOL NAREGAL|GADAG                                             
29080414805|PSS HIGH SCHOOL ENG MED NAREGALL|GADAG                                             
29080414806|(DELETE) KS.S..P.U.COLLEGE NAREGAL (PUC)|GADAG                                             
29080500101|NGP GOVT HIGH SCHOOL MADHALLI|GADAG                                             
29080500301|SJFC HIGH SCHOOL YALAVATTI|GADAG                                             
29080500501|N V A GOVT COMP JUN COL MAGADI|GADAG                                             
29080500502|N V A GOVT P U COLLEGE (PUC)|GADAG                                             
29080500601|GOVT HIGH SCHOOL GOJANUR|GADAG                                             
29080501001|GOVT HIGH SCHOOL BATTUR|GADAG                                             
29080501101|S R J V S HIGH SCHOOL ADARAKATTI|GADAG                                             
29080501301|GOVT HIGH SCHOOL BADNI|GADAG                                             
29080502401|KG MUDUGAL HIGH SCHOOL SHIGLI|GADAG                                             
29080502402|S S K HIGH SCHOOL SHIGLI|GADAG                                             
29080502403|SPMB GOVT IND PU COLLEGE SHIGLI(PUC)|GADAG                                             
29080503201|SRES HIGH SCHOOL SURANAGI|GADAG                                             
29080503301|GOVT HIGH SCHOOL YALLAPUR|GADAG                                             
29080503401|GOVT HIGH SCHOOL BALEHOSUR|GADAG                                             
29080504003|GOVT PRE UNIVERITY COLLEGE KADAKLO 9PUC)|GADAG                                             
29080504004|GOVT HIGH SCHOOL KADAKOL|GADAG                                             
29080504201|RMSA GHS MAJJUR|GADAG                                             
29080504401|RMSA GHS CHABBI|GADAG                                             
29080504701|GOVT GIRLS HIGH SCHOOL MACHENAHALLI|GADAG                                             
29080505001|SBPA GOVT GIRLS HIGHSCHOOL BELLATTI|GADAG                                             
29080505002|SJF HIGH SCHOOL BELLATTI|GADAG                                             
29080505003|GOVT GIRLS P U COLLEGE BELLATTI (PUC)|GADAG                                             
