DIST|BLK|CLUST|SCODE|SNAME|MOI|STUID|CSEX|CLANG|ASSMNTNAME|PROGNAME|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683732|' female '|' urdu          '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|0|1|0|1|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|1|0|0|1|
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685795|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|1|0|1|0|1|0|1|1|1|1|0|1|0|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|30518|' CAUVERI NAGAR 2          '|' kannada '|1686032|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34120|' A K COLONY               '|' kannada '|1685506|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|0|0|1|1|0|1|1|1|0|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686312|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|0|0|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34137|' SUGAR MANDI              '|' kannada '|1686182|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|0|1|1|0|0|0|1|1|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683680|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|1|0|1|0|1|1|1|0|1|0|1|1|0|1|0|0|1|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685703|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34117|' SONNAPPA GARDEN          '|' kannada '|1683826|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|0|1|0|1|1|1|1|1|0|1|1|1|1|1|0|1|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34067|' ADUGODI POLICE QUARTRESS '|' kannada '|1686063|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34116|' CHAMUNDI NAGAR           '|' kannada '|1686415|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686376|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|1|1|1|1|1|1|1|1|0|0|1|0|0|0|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34116|' CHAMUNDI NAGAR           '|' kannada '|1686430|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|0|1|0|1|1|1|1|0|0|1|1|1|1|0|0|0|1|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|34052|' TILAK NAGAR (JAYANAGAR)  '|' kannada '|1686306|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|30518|' CAUVERI NAGAR 2          '|' kannada '|1686144|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|0|0|1|0|1|0|0|0|0|1|1|0|1|0|1|0|1|0|1|0|1|1|0|0|1|0|
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34122|' JYOTHINAGAR              '|' kannada '|1685975|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|30518|' CAUVERI NAGAR 2          '|' kannada '|1686041|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34122|' JYOTHINAGAR              '|' kannada '|1685991|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34137|' SUGAR MANDI              '|' kannada '|1686183|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|0|1|1|1|0|0|0|1|1|0|0|0|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34122|' JYOTHINAGAR              '|' kannada '|1686003|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34138|' ISLAMPURA                '|' kannada '|1683864|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|1|1|1|0|1|1|1|1|0|1|0|0|1|1|0|0|1|0|0|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33737|' YARABNAGAR-2             '|' kannada '|1685857|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|0|0|0|1|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686323|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34138|' ISLAMPURA                '|' kannada '|1683851|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|0|0|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34116|' CHAMUNDI NAGAR           '|' kannada '|1686425|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|1|1|1|1|0|0|0|0|0|1|1|1|0|1|0|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|30518|' CAUVERI NAGAR 2          '|' kannada '|1686100|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|0|1|0|0|0|0|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|30518|' CAUVERI NAGAR 2          '|' kannada '|1686133|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|0|0|1|0|1|1|0|0|0|0|1|1|1|0|1|0|1|0|1|0|1|1|0|1|1|0|
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686341|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685848|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686126|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685481|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33737|' YARABNAGAR-2             '|' kannada '|1685855|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|0|1|1|1|0|1|1|1|0|1|1|0|0|0|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686141|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|0|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34116|' CHAMUNDI NAGAR           '|' kannada '|1686435|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|0|1|1|1|1|1|1|1|0|0|1|1|1|1|0|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34116|' CHAMUNDI NAGAR           '|' kannada '|1686436|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|0|1|1|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34137|' SUGAR MANDI              '|' kannada '|1640619|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|0|0|0|0|1|1|||||||||
' bangalore '|' bangalore central      '|' netaji 2nd circle               '|34060|' MOODALAPALYA - 3         '|' kannada '|1686316|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|0|0|0|1|1|1|0|0|0|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34131|' ANANDAPURA 1             '|' kannada '|1685899|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34067|' ADUGODI POLICE QUARTRESS '|' kannada '|1686075|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34128|' GOVINDAPURA 1            '|' kannada '|1685463|' female '|' urdu          '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|1|
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683718|' female '|' urdu          '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|0|1|1|1|0|0|1|1|1|0|0|0|0|1|1|0|0|0|0|1|1|0|0|1|0|1|1|1|0|
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685728|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|0|1|1|1|0|1|1|1|1|1|0|0|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686174|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|34052|' TILAK NAGAR (JAYANAGAR)  '|' kannada '|1686293|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|0|1|1|0|1|1|1|1|1|1|1|1|0|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35474|' CHIKKANA LINE D J HALLI  '|' kannada '|1686377|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|0|1|0|0|0|1|1|1|1|1|1|0|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34122|' JYOTHINAGAR              '|' kannada '|1685972|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore central      '|' sir m vishweshwariah 1st circle '|35478|' KALYAN NAGAR             '|' kannada '|1683900|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34124|' JYOTHINAGAR 1            '|' kannada '|1685996|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|0|0|0|0|1|0|0|1|1|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683681|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|0|1|1|1|1|1|1|1|0|1|0|1|1|0|1|1|0|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34124|' JYOTHINAGAR 1            '|' kannada '|1685981|' female '|' konkani       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|0|1|1|1|1|0|0|1|0|1|0|0|1|1|1|1|1|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33737|' YARABNAGAR-2             '|' kannada '|1685854|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|0|1|1|1|0|1|1|1|0|1|1|0|0|0|1|1|1|0|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685777|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|1|1|0|1|0|1|1|0|1|1|1|0|1|1|1|0|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34122|' JYOTHINAGAR              '|' kannada '|1685989|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34162|' ISLAMPURA  1             '|' kannada '|1683876|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685849|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34131|' ANANDAPURA 1             '|' kannada '|1685930|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1|0|1|1|1|1|1|1|0|0|
' bangalore '|' bangalore state        '|' wilson garden                   '|34067|' ADUGODI POLICE QUARTRESS '|' kannada '|1686105|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685638|' female '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34142|' BANGAR GIRI              '|' kannada '|1685914|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|1|1|1|1|1|1|1|0|0|0|0|1|1|1|0|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34121|' RIZWAN COMPOUND          '|' kannada '|1686273|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|0|0|0|0|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34142|' BANGAR GIRI              '|' kannada '|1685891|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34130|' MODI ROAD 2              '|' kannada '|1685653|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|1|1|1|0|1|0|1|1|0|0|1|1|0|1|||||||||
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34138|' ISLAMPURA                '|' kannada '|1683858|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|0|0|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35468|' RAGGAPPA BLOCK           '|' kannada '|1686434|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685645|' female '|' urdu          '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34124|' JYOTHINAGAR 1            '|' kannada '|1685998|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|1|1|0|1|0|0|0|0|0|1|1|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686088|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686223|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|0|||||||||
' bangalore '|' bangalore central      '|' sir m vishweshwariah 1st circle '|35478|' KALYAN NAGAR             '|' kannada '|1665823|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34129|' MUSLIM COLONY            '|' kannada '|1683675|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|0|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|35474|' CHIKKANA LINE D J HALLI  '|' kannada '|1686370|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34120|' A K COLONY               '|' kannada '|1685532|' male   '|' urdu          '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|1|1|0|0|
' bangalore '|' sumangali seva ashrama '|' kodihalli                       '|34136|' ANANDAPURAM              '|' kannada '|1683764|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|0|1|0|1|1|1|0|1|1|1|1|1|1|0|1|1|0|0|0|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33737|' YARABNAGAR-2             '|' kannada '|1685851|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685773|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|0|1|1|1|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685664|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33737|' YARABNAGAR-2             '|' kannada '|1510714|' male   '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|0|0|0|1|0|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' dodda banaswadi                 '|34137|' SUGAR MANDI              '|' kannada '|1686170|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|1|1|1|1|0|0|1|1|1|1|0|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34122|' JYOTHINAGAR              '|' kannada '|1685979|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' sumangali seva ashrama '|' sultanpalya                     '|34144|' REHMATH NAGAR            '|' kannada '|1686143|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|||||||||
' bangalore '|' bangalore central      '|' netaji 2nd circle               '|34060|' MOODALAPALYA - 3         '|' kannada '|1686264|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|' '|' '|' '|' '|' '|' '|' '|' '|' '|' '|' '|' '|' '|' '|' '|' '|' '|' '|' '|' '|' '|' '|||||||||
' bangalore '|' bangalore central      '|' netaji 2nd circle               '|34060|' MOODALAPALYA - 3         '|' kannada '|1686252|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|0|0|0|0|0|1|1|0|0|0|0|1|1|1|1|0|0|||||||||
' bangalore '|' bangalore state        '|' wilson garden                   '|34107|' SIDDA PURA 2             '|' kannada '|1685731|' female '|' urdu          '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|1|1|1|1|0|1|1|1|0|1|1|1|1|0|1|0|1|1|1|1|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|33730|' ILAYAZ NAGAR             '|' kannada '|1685659|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|0|0|1|1|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34124|' JYOTHINAGAR 1            '|' kannada '|1685990|' male   '|' sindhi        '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|0|1|1|1|1|1|1|1|0|0|1|1|1|0|0|1|0|1|1|0|0|||||||||
' bangalore '|' bangalore state        '|' banashankari                    '|30518|' CAUVERI NAGAR 2          '|' kannada '|1686113|' male   '|' kannada       '|' Pretest(Age 4.5-6)   '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34122|' JYOTHINAGAR              '|' kannada '|1686008|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34131|' ANANDAPURA 1             '|' kannada '|1685888|' male   '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|||||||||
' bangalore '|' bangalore central      '|' netaji 2nd circle               '|34060|' MOODALAPALYA - 3         '|' kannada '|1686280|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|||||||||
' bangalore '|' sumangali seva ashrama '|' murphy town                     '|34131|' ANANDAPURA 1             '|' kannada '|1685908|' female '|' kannada       '|' Pretest(Age 2.5-4.5) '|' Anganwadi-Bangalore '|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|1|1|1|0|0|0|0|||||||||
