 district |   block   |       cluster       | school_code |           school_name            |  assessment_name  | start_date |  end_date  | question_seq |                                                                  question                                                                   | answerscore 
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |116| 31.Class5-Girls-Total                                                                                                                       |14
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |117| 31.Class5-Boys-Total                                                                                                                        |9
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |118| 31.Class6-Girls-Total                                                                                                                       |14
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |119| 31.Class6-Boys-Total                                                                                                                        |8
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |120| 31.Class7-Girls-Total                                                                                                                       |9
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |121| 31.Class7-Boys-Total                                                                                                                        |8
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |122| 31.Class8-Girls-SC                                                                                                                          |2
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |123| 31.Class8-Boys-SC                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |124| 31.Class8-Girls-ST                                                                                                                          |3
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |125| 31.Class8-Boys-ST                                                                                                                           |2
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |126| 31.Class8-Girls-Others                                                                                                                      |4
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |127| 31.Class8-Boys-Others                                                                                                                       |4
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |128| 31.Class8-Girls-Minorities                                                                                                                  |0
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |129| 31.Class8-Boys-Minorities                                                                                                                   |0
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |130| 31.Class8-Girls-Total                                                                                                                       |9
 gadag    | mundaragi | hirawaddatti        |36849| GHPS BUDIHAL                     | School Assessment | 2013-06-06 | 2014-05-30 |131| 31.Class8-Boys-Total                                                                                                                        |6
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |1| 3. School Building (Own=1, Rented=2, others (specify) =3)                                                                                   |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |2| 4. School Building (Pakka=1, Semi pakka=2, Kachcha = 3, Other (specify) =4                                                                  |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |3| 6. Number of Classrooms in school building: (specify the rooms)                                                                             |10
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |4| 7. Is there separate ring for each period/class  (Yes=1,No=2)                                                                               |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |5| 8. Is there electricity connection in the school? (Yes=1,No=2)                                                                              |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |6| 9. Number of teachers (including HM) –Sanctioned                                                                                            |9
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |7| 10. Number of teachers(including HM) –working                                                                                               |7
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |8| 11. Number of teachers(including HM) –Present on the day of data collection                                                                 |6
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |9| 12. Does HM present on the day of data collection? (1=Yes, 2=No)                                                                            |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |10| 13. Number of female teachers(including HM)-actually working                                                                                |3
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |11| 14. Number of school working days (As per school record from 2011 – till today)                                                             |401
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |12| 15. Does school has boundary/compound wall (Yes=1,No=2)                                                                                     |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |13| 16. Is there a Mid –Day Meal scheme in the school? (Yes=1,No=2)                                                                             |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |14| 17. Is there a separate store room available? (Yes=1,No=2)                                                                                  |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |15| 18. Does the school has Radio programme? (Yes=1,No=2)                                                                                       |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |16| 19. Have they displayed timetable of Radio programme in the office room?    (Yes=1,No=2)                                                    |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |17| 20. Does the school has EDUSAT programme? (Yes=1,No=2)                                                                                      |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |18| 21. Is there a separate Library room available? (Yes=1,No=2)                                                                                |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |19| 22. Is there a separate room for Laboratory available? (Yes=1,No=2)                                                                         |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |20| 23. What type of drinking water source is available in the School?     (Tap=1, Overhead Tank=2,Tank=3,Hand-pump=4,Well=5,Other (Specify)=6) |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |21| 24. Play Ground, Sports and Games Facilities available (Yes=1,No=2)                                                                         |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |22| 25. Separate classroom for each class (Each class functioning in separate classroom) (Available 1=Yes, 2=No)                                |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |23| 25. Separate classroom for each class (Each class functioning in separate classroom) (Usable 1=Yes, 2=No)                                   |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |24| 26. Separate HM room (used as Office room) (Available 1=Yes, 2=No)                                                                          |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |25| 26. Separate HM room (used as Office room) (Usable 1=Yes, 2=No)                                                                             |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |26| 27. Separate staff room (Available 1=Yes,2=No)                                                                                              |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |27| 27. Separate staff room (Usable 1=Yes,2=No)                                                                                                 |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |28| 28. Separate toilets for teachers (Available 1=Yes,2=No)                                                                                    |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |29| 28. Separate toilets for teachers  (Usable 1=Yes,2=No)                                                                                      |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |30| 29. Separate toilets for girls  (Usable 1=Yes,2=No)                                                                                         |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |31| 29. Separate toilets for girls  (Available 1=Yes,2=No)                                                                                      |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |32| 30.1. TLM-Charts (Available 1=Yes,2=No)                                                                                                     |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |33| 30.1. TLM-Charts (Usable 1=Yes,2=No)                                                                                                        |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |34| 30.2. TLM-Maps (Available 1=Yes,2=No)                                                                                                       |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |35| 30.2. TLM-Maps (Usable 1=Yes,2=No)                                                                                                          |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |36| 30.3. TLM-Models (Available 1=Yes,2=No)                                                                                                     |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |37| 30.3. TLM-Models (Usable 1=Yes,2=No)                                                                                                        |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |38| 30.4. TLM-Globe (Available 1=Yes,2=No)                                                                                                      |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |39| 30.4. TLM-Globe (Usable 1=Yes,2=No)                                                                                                         |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |40| 30.5. TLM-Notice Boards (Available 1=Yes,2=No)                                                                                              |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |41| 30.5. TLM-Notice Boards (Usable 1=Yes,2=No)                                                                                                 |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |42| 30.6. TLM-Radio (Available 1=Yes,2=No)                                                                                                      |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |43| 30.6. TLM-Radio (Usable 1=Yes,2=No)                                                                                                         |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |44| 30.7. TLM-Audio Recorder (Available 1=Yes,2=No)                                                                                             |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |45| 30.7. TLM-Audio Recorder (Usable 1=Yes,2=No)                                                                                                |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |46| 30.8. TLM-TV (Available 1=Yes,2=No)                                                                                                         |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |47| 30.8. TLM-TV (Usable 1=Yes,2=No)                                                                                                            |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |48| 30.9. TLM-Computer System (Available 1=Yes,2=No)                                                                                            |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |49| 30.9. TLM-Computer System (Usable 1=Yes,2=No)                                                                                               |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |50| 30.10. TLM-Others (specify) (Available 1=Yes,2=No)                                                                                          |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |51| 30.10. TLM-Others (specify) (Usable 1=Yes,2=No)                                                                                             |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |52| 31.Class1-Girls-SC                                                                                                                          |11
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |53| 31.Class1-Boys-SC                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |54| 31.Class2-Girls-SC                                                                                                                          |7
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |55| 31.Class2-Boys-SC                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |56| 31.Class3-Girls-SC                                                                                                                          |7
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |57| 31.Class3-Boys-SC                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |58| 31.Class4-Girls-SC                                                                                                                          |11
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |59| 31.Class4-Boys-SC                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |60| 31.Class5-Girls-SC                                                                                                                          |13
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |61| 31.Class5-Boys-SC                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |62| 31.Class6-Girls-SC                                                                                                                          |10
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |63| 31.Class6-Boys-SC                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |64| 31.Class7-Girls-SC                                                                                                                          |17
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |65| 31.Class7-Boys-SC                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |66| 31.Class1-Girls-ST                                                                                                                          |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |67| 31.Class1-Boys-ST                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |68| 31.Class2-Girls-ST                                                                                                                          |4
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |69| 31.Class2-Boys-ST                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |70| 31.Class3-Girls-ST                                                                                                                          |3
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |71| 31.Class3-Boys-ST                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |72| 31.Class4-Girls-ST                                                                                                                          |6
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |73| 31.Class4-Boys-ST                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |74| 31.Class5-Girls-ST                                                                                                                          |4
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |75| 31.Class5-Boys-ST                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |76| 31.Class6-Girls-ST                                                                                                                          |10
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |77| 31.Class6-Boys-ST                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |78| 31.Class7-Girls-ST                                                                                                                          |3
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |79| 31.Class7-Boys-ST                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |80| 31.Class1-Girls-Others                                                                                                                      |23
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |81| 31.Class1-Boys-Others                                                                                                                       |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |82| 31.Class2-Girls-Others                                                                                                                      |11
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |83| 31.Class2-Boys-Others                                                                                                                       |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |84| 31.Class3-Girls-Others                                                                                                                      |10
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |85| 31.Class3-Boys-Others                                                                                                                       |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |86| 31.Class4-Girls-Others                                                                                                                      |15
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |87| 31.Class4-Boys-Others                                                                                                                       |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |88| 31.Class5-Girls-Others                                                                                                                      |33
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |89| 31.Class5-Boys-Others                                                                                                                       |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |90| 31.Class6-Girls-Others                                                                                                                      |21
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |91| 31.Class6-Boys-Others                                                                                                                       |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |92| 31.Class7-Girls-Others                                                                                                                      |28
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |93| 31.Class7-Boys-Others                                                                                                                       |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |94| 31.Class1-Girls-Minorities                                                                                                                  |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |95| 31.Class1-Boys-Minorities                                                                                                                   |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |96| 31.Class2-Girls-Minorities                                                                                                                  |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |97| 31.Class2-Boys-Minorities                                                                                                                   |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |98| 31.Class3-Girls-Minorities                                                                                                                  |4
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |99| 31.Class3-Boys-Minorities                                                                                                                   |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |100| 31.Class4-Girls-Minorities                                                                                                                  |1
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |101| 31.Class4-Boys-Minorities                                                                                                                   |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |102| 31.Class5-Girls-Minorities                                                                                                                  |4
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |103| 31.Class5-Boys-Minorities                                                                                                                   |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |104| 31.Class6-Girls-Minorities                                                                                                                  |4
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |105| 31.Class6-Boys-Minorities                                                                                                                   |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |106| 31.Class7-Girls-Minorities                                                                                                                  |2
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |107| 31.Class7-Boys-Minorities                                                                                                                   |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |108| 31.Class1-Girls-Total                                                                                                                       |37
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |109| 31.Class1-Boys-Total                                                                                                                        |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |110| 31.Class2-Girls-Total                                                                                                                       |23
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |111| 31.Class2-Boys-Total                                                                                                                        |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |112| 31.Class3-Girls-Total                                                                                                                       |24
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |113| 31.Class3-Boys-Total                                                                                                                        |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |114| 31.Class4-Girls-Total                                                                                                                       |33
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |115| 31.Class4-Boys-Total                                                                                                                        |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |116| 31.Class5-Girls-Total                                                                                                                       |54
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |117| 31.Class5-Boys-Total                                                                                                                        |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |118| 31.Class6-Girls-Total                                                                                                                       |45
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |119| 31.Class6-Boys-Total                                                                                                                        |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |120| 31.Class7-Girls-Total                                                                                                                       |50
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |121| 31.Class7-Boys-Total                                                                                                                        |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |122| 31.Class8-Girls-SC                                                                                                                          |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |123| 31.Class8-Boys-SC                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |124| 31.Class8-Girls-ST                                                                                                                          |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |125| 31.Class8-Boys-ST                                                                                                                           |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |126| 31.Class8-Girls-Others                                                                                                                      |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |127| 31.Class8-Boys-Others                                                                                                                       |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |128| 31.Class8-Girls-Minorities                                                                                                                  |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |129| 31.Class8-Boys-Minorities                                                                                                                   |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |130| 31.Class8-Girls-Total                                                                                                                       |0
 gadag    | mundaragi | hirawaddatti        |36850| GHPGS HIREWADDATTI               | School Assessment | 2013-06-06 | 2014-05-30 |131| 31.Class8-Boys-Total                                                                                                                        |0
